Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type,actual_label,predicted_label,predicted_proba
0.0060340445,0.090656415,0.8242333,0.13808413,0.034458037,0.0017937226,-0.3190607,0.0056599085,0.18059666,0.05003961,0.24073513,-0.039702795,-0.021420099,-0.026171388,0.0,0.0,0.0,0.107646726,0.025078513,0.07850876,0.0,0.112814866,2.095135,0.0080086645,-0.20808862,0.0,-0.22626829,0.8032021,0.0,0.01567881,0.0,0.0,0.0,0.0,-0.02274045,-0.029441383,-0.028743427,-0.006127264,-0.00056469033,-0.0045451536,0.0,0.0,0.0,-0.018646091,-0.012283719,-0.29818842,2.6279836,1,1,0.99904674
-0.07018895,0.12342488,-1.3929001,0.13636103,0.042282008,-0.001739126,-0.90164757,0.0014900197,-0.24355195,-0.03824868,0.15880132,-0.114836104,-0.04258717,-0.0066180225,0.0,0.0,0.0,0.101986125,0.03308043,-0.054314006,0.0,-0.033931404,-0.47678488,0.027075244,-0.33699724,0.0,-0.6138152,-0.7101233,0.0,-0.15293156,0.0,0.0,0.0,0.0,-0.07858354,0.02375261,0.038421363,-0.027754705,-0.014400348,-0.009226771,0.0,0.0,0.0,-0.14941964,-0.014823311,-1.6608931,0.37872958,0,0,0.0049150237
-0.015021112,-0.08768425,0.37181476,-0.0021626635,0.0073836655,0.00011472608,-0.39655504,0.00679788,-0.15424024,-0.01580665,-0.5597236,0.22245206,0.021112313,-0.010964412,0.0,0.0,0.0,0.05402682,-0.1603665,-0.10077038,0.0,-0.016091675,0.44715273,-0.0312139,-0.4127181,0.0,-0.12633382,0.2495809,0.0,-0.031388093,0.0,0.0,0.0,0.0,-0.086188406,-0.037240747,-0.00838223,-0.038563132,-0.003691018,-0.027249085,0.0,0.0,0.0,-0.06599445,-0.009082349,-1.0834237,-5.0650544,0,0,0.0016669456
0.06378312,-0.14662558,-0.52708733,0.038839683,0.043802608,0.0011238276,-0.117666535,0.0189784,-0.07038601,-0.006842511,0.09418058,0.20384431,-0.008635226,0.034513656,0.0,0.0,0.0,0.08199636,0.010678766,0.012643518,0.0,0.04334165,0.62555695,-0.04436804,-0.42890662,0.0,-0.11802078,0.26552153,0.0,0.0053589325,0.0,0.0,0.0,0.0,-0.0794728,-0.05068341,-0.05412364,-0.049459994,-0.005922724,-0.012748532,0.0,0.0,0.0,-0.03499684,-0.0013881343,-0.9085785,-5.1488233,0,0,0.0040693628
0.0060340445,0.090656415,0.8242333,0.13808413,0.034458037,0.0017937226,-0.3190607,0.0056599085,0.18059666,0.05003961,0.24073513,-0.039702795,-0.021420099,-0.026171388,0.0,0.0,0.0,0.107646726,0.025078513,0.07850876,0.0,0.112814866,2.095135,0.0080086645,-0.20808862,0.0,-0.22626829,0.8032021,0.0,0.01567881,0.0,0.0,0.0,0.0,-0.02274045,-0.029441383,-0.028743427,-0.006127264,-0.00056469033,-0.0045451536,0.0,0.0,0.0,-0.018646091,-0.012283719,-0.29818842,2.6279836,1,1,0.99904674
-0.003072445,-0.17360184,-1.7969825,0.07218339,-0.27175713,-0.055010095,-0.5989364,0.0053964485,0.08813204,-0.018358486,0.19905385,-0.11151556,-0.061265975,-0.06175715,0.0,0.0,0.0,-0.4380691,0.01624459,-0.120692074,0.0,-0.38165432,-0.17725462,0.14108609,-0.50343955,0.0,-0.6490274,-0.22783378,0.0,-0.05237843,0.0,0.0,0.0,0.0,0.19625933,-0.02892647,-0.068813376,-0.044215653,-0.011381033,-0.010126534,0.0,0.0,0.0,-0.22571729,-0.00070244353,-1.4550886,0.024101557,0,0,0.0023884044
0.0004692144,-0.1734788,-0.44218877,0.1263942,0.09498129,0.0025925047,-0.1058431,0.0045344066,-0.08906813,-0.031626906,0.21978799,0.2049427,-0.026790213,-0.005355589,0.0,0.0,0.0,0.1137415,0.014222267,0.07118695,0.0,-0.13483709,3.190987,-0.0034600117,-0.22267748,0.0,-0.26695067,0.9056982,0.0,0.05509539,0.0,0.0,0.0,0.0,-0.032927252,-0.0627544,-0.066833705,-0.01902286,-0.010441926,-0.0047376426,0.0,0.0,0.0,-0.055491857,-0.0067718755,-0.3997082,2.2217302,1,1,0.9970874
0.00045444828,0.15061156,0.5283648,0.09114063,0.03653465,0.004292971,-0.13886034,0.013490043,-0.0031314539,-0.012979309,0.07259083,0.31311494,0.008309793,0.054679908,0.0,0.0,0.0,0.12713805,0.02075185,0.053771894,0.0,0.057818346,0.07962953,0.13082269,-0.15338923,0.0,-0.20085792,-0.04920946,0.0,0.021460215,0.0,0.0,0.0,0.0,-0.048218068,0.012589656,-0.012537155,-0.0018952432,-0.0056276033,0.005301881,0.0,0.0,0.0,-0.0020510573,0.002354329,4.138047,0.8250572,1,1,0.9989831
0.0038320536,-0.1316189,-0.41565564,0.09936485,0.075717926,-0.008527515,-0.106074065,0.006770825,0.14956704,0.048305925,0.3250115,-0.052143764,-0.025351482,-0.030910874,0.0,0.0,0.0,0.09590695,0.020567084,0.16078801,0.0,0.20457937,3.1100996,0.0013132864,-0.19937365,0.0,-0.24323459,0.9713318,0.0,0.048990846,0.0,0.0,0.0,0.0,-0.0210478,-0.037591256,-0.06587305,-0.01104507,-0.0025749675,0.0011774042,0.0,0.0,0.0,-0.08302693,-0.007124116,-0.34524095,2.2985005,1,1,0.9986493
0.0014626149,0.18706702,0.7899051,0.08637775,0.010854528,0.0036873734,0.15484717,0.0062553273,0.07973552,-0.06179951,0.169424,-0.07802234,-0.034427255,-0.04103418,0.0,0.0,0.0,0.121333726,0.027657947,0.008060217,0.0,-0.08109341,-0.055593334,0.08902582,-0.108565256,0.0,-0.18651198,-0.14486009,0.0,-0.014290165,0.0,0.0,0.0,0.0,-0.023300322,-0.08465526,-0.029725652,-0.003057342,-0.008997444,0.00460631,0.0,0.0,0.0,-0.023370726,-0.0013733648,3.6933756,1.1609391,1,1,0.9983151
-0.003872941,0.089961894,0.13928367,0.14804867,0.020424068,0.0056660394,-0.14455938,0.016186537,-0.09271387,-0.023341572,0.2482339,0.66145796,-0.0061065108,0.1032991,0.0,0.0,0.0,0.115624644,0.024907252,0.05358043,0.0,0.07065564,1.7192177,0.24378659,0.62738997,0.0,-0.0813281,0.46463853,0.0,0.0057039405,0.0,0.0,0.0,0.0,-0.07600873,-0.01056822,0.027416397,0.92804074,0.009056883,-0.001126331,0.0,0.0,0.0,-0.24535467,6.628822e-05,-0.095266566,-1.4113473,1,1,0.98663205
0.025945239,-0.12277402,0.6430655,0.019043945,-0.002310981,0.0031915002,-0.27915338,-0.014317865,-0.19221099,-0.037528113,-0.3833204,0.19022037,-0.028808521,0.06693219,0.0,0.0,0.0,0.09519275,0.0031178081,-0.0813923,0.0,-0.05009673,0.61153084,-0.021799559,-0.56801736,0.0,-0.67928284,-0.2045635,0.0,-0.03523548,0.0,0.0,0.0,0.0,0.22832404,-0.06831371,-0.04890298,-0.0500734,-0.0074603152,-0.02707583,0.0,0.0,0.0,-0.15808323,0.0015233175,-1.1000618,-2.7693913,0,0,0.013765794
0.0025170988,0.21021219,-0.7218184,0.09684862,-0.04655146,0.008992609,1.0061015,0.013020045,0.08302532,0.0065064244,0.17163059,0.39955318,0.0012630437,0.09878375,0.0,0.0,0.0,0.0649506,0.0051034736,0.01577526,0.0,0.038683385,0.08949793,0.10218842,-0.16318363,0.0,-0.21824063,-0.04558027,0.0,-0.065110266,0.0,0.0,0.0,0.0,-0.033216946,-0.003908517,-0.0027880939,-0.0065155495,-0.010963529,-0.008351177,0.0,0.0,0.0,-0.05027876,-0.007964748,4.240377,0.84234506,1,1,0.99897635
0.008108254,0.119856544,0.6980588,0.11762618,0.0451884,0.0018943849,-0.14069381,0.0066781975,0.11035609,-0.024590371,0.2243932,0.12534559,-0.011534894,0.04734014,0.0,0.0,0.0,0.120915875,0.02109235,0.024292955,0.0,0.042675346,2.0765395,0.011077108,-0.2081858,0.0,-0.24999672,0.7616645,0.0,0.03581594,0.0,0.0,0.0,0.0,-0.038068425,-0.06679262,-0.045663178,-0.013105046,-0.0063354922,-0.00961671,0.0,0.0,0.0,0.0053700055,-0.005694029,-0.32121044,2.517235,1,1,0.998831
-0.020146292,0.087729394,-0.37328753,-0.020110684,0.06042045,0.0099545885,0.65750676,-0.0121226255,0.2147073,-0.06665835,0.41676694,-0.16914344,-0.0075690662,-0.0008829718,0.0,0.0,0.0,0.13844052,0.017598923,0.14549975,0.0,0.005113771,0.70606595,0.041772775,0.193754,0.0,-0.012453893,-0.28380573,0.0,0.016164336,0.0,0.0,0.0,0.0,-0.046653733,0.17323335,0.0931339,-0.016723987,0.1041716,0.10673046,0.0,0.0,0.0,0.15481862,-0.0031366856,0.19941252,-0.9146164,1,1,0.9142027
0.0003329584,-0.2594184,-0.86643887,-0.31098133,-0.09304894,0.0020107422,0.5407005,-0.028545205,-0.1631249,-0.070238784,-0.6119048,-0.23789139,-0.0036528048,-0.005884055,0.0,0.0,0.0,-0.1049957,-0.14519393,-0.1333238,0.0,0.023655882,0.19070458,-0.013677146,-0.02452046,0.0,-0.43463886,-0.2225366,0.0,0.025483947,0.0,0.0,0.0,0.0,-0.06789127,0.008426718,0.0218353,-0.012466319,-0.008652153,0.0012043943,0.0,0.0,0.0,-0.04793404,-0.006632757,-0.035286188,-1.0445501,0,0,0.033288307
-0.0065625394,0.29510483,0.9194164,0.07716164,-0.003896299,0.018584145,0.20900242,0.008160774,-0.0076264995,-0.014273615,-0.35437918,-0.07885893,-0.06965498,-0.051442787,0.0,0.0,0.0,0.13063851,0.029001953,-0.013396183,0.0,-0.20882107,0.09721158,0.11521995,-0.123061694,0.0,-0.16206563,-0.052757733,0.0,0.018047987,0.0,0.0,0.0,0.0,-0.03715444,0.007989305,-0.00920271,0.0010472748,-0.008183352,0.0054622125,0.0,0.0,0.0,-0.0070008547,0.0014236656,4.11442,0.954065,1,1,0.9985917
-0.007315904,-0.18177047,0.25813964,0.007142307,0.023628443,0.0015493517,-0.10593888,0.010036789,0.09868768,-0.022024168,0.1868551,0.18883288,-0.0060246577,0.05864698,0.0,0.0,0.0,0.08062484,0.006105615,0.025738597,0.0,0.039749652,0.43511325,-0.05101615,-0.44670585,0.0,-0.1288183,0.28016087,0.0,-0.0030169296,0.0,0.0,0.0,0.0,-0.074698895,-0.07589591,-0.03400061,-0.04437393,-0.004835983,-0.013183568,0.0,0.0,0.0,-0.018749617,-0.0020835884,-1.0809689,-5.5066934,0,0,0.0047885724
0.013081742,-0.17397057,-3.0643396,-0.11803988,-0.18688472,0.0026077211,0.12245075,-0.007379474,0.14845474,-0.027629543,0.29228082,-0.13500609,0.022637013,0.020443816,0.0,0.0,0.0,-0.6219249,-0.16030785,-0.14131874,0.0,0.013403468,-0.23371036,0.04675715,-0.08211464,0.0,-0.023643639,-0.34896544,0.0,-0.019910663,0.0,0.0,0.0,0.0,-0.037429072,0.051067047,0.078764,-0.01730107,0.03317322,0.08616643,0.0,0.0,0.0,-0.069312535,-0.0154800005,-0.3376603,0.3226211,0,0,0.021923287
-0.020544266,-0.027570829,-1.8065792,0.07851738,-0.33831683,-0.083188854,-0.6374767,0.0063354853,0.048499353,-0.063903354,0.17512162,-0.12033863,-0.052451283,-0.06656248,0.0,0.0,0.0,-0.280592,0.021821085,-0.12513766,0.0,-0.2706289,-0.25958344,0.08921388,-0.51421684,0.0,-0.6557949,-0.18862271,0.0,0.010276901,0.0,0.0,0.0,0.0,-0.08645825,-0.024417901,-0.08536218,-0.023551486,-0.014073255,-0.008316264,0.0,0.0,0.0,-0.22232172,0.0024981957,-1.538516,0.33880642,0,0,0.0025399826
0.0044566886,0.067265935,0.87268555,0.124738686,0.029142026,0.0006832268,-0.33358625,0.004091397,-0.2529922,-0.034996945,-0.52842927,0.20148449,-0.012682326,0.052165825,0.0,0.0,0.0,0.08888992,0.014932325,0.024283068,0.0,0.055196956,2.1226418,0.0069758072,-0.23662259,0.0,-0.24139945,0.7340749,0.0,0.010862159,0.0,0.0,0.0,0.0,-0.046617698,-0.023617813,-0.012812573,-0.011155555,-0.005472239,-0.008059634,0.0,0.0,0.0,-0.044764902,-0.0018675041,-0.3597847,2.4834251,1,1,0.9959843
-0.010489086,-0.42741364,-0.9463929,0.073976845,0.038505282,-0.052671276,-0.3399037,0.004746449,0.07360827,-0.068334445,-1.0291965,-0.11712788,-0.08309473,-0.043092765,0.0,0.0,0.0,0.11615202,0.0021683606,-0.12978624,0.0,-0.86960065,-0.20194769,0.11324372,-0.46860117,0.0,-0.65797526,-0.24145631,0.0,-0.07705945,0.0,0.0,0.0,0.0,0.12786956,-0.026115414,-0.055443887,-0.037693024,-0.009741507,-0.01142041,0.0,0.0,0.0,-0.22799143,-0.0014371374,-1.6248153,0.18243651,0,0,0.0019157787
0.0028630903,0.07449516,0.7436899,0.08275454,0.028661612,0.0031462023,-0.3537715,0.008389835,-0.07499816,0.0150590865,0.1081353,0.16765891,-0.03391273,-0.023138365,0.0,0.0,0.0,0.08373922,0.021520257,0.07876152,0.0,0.008006235,0.25135908,0.12426775,-0.17765386,0.0,-0.19837894,-0.08947099,0.0,-0.034803793,0.0,0.0,0.0,0.0,0.17264806,0.04646749,0.0014011937,-0.014730379,-0.008877333,-0.009195348,0.0,0.0,0.0,-0.0036349366,-0.004757109,3.959991,1.174862,1,1,0.9989942
-0.0153434,0.0092056915,0.3831488,0.07386856,0.020986468,0.00016909157,-0.43448934,0.0065713692,-0.16349037,-0.037301037,-0.5764645,0.2109243,-0.008780098,-0.003828741,0.0,0.0,0.0,0.057649616,-0.041047357,-0.044702783,0.0,-0.015838986,0.4349308,-0.034884397,-0.4390683,0.0,-0.11971918,0.23959464,0.0,-0.031006936,0.0,0.0,0.0,0.0,-0.08637656,-0.037111875,-0.0060212645,-0.037956376,-0.005554442,-0.025334023,0.0,0.0,0.0,-0.06374862,-0.009082349,-1.085148,-5.443385,0,0,0.0014163528
-0.0041078785,-0.22902994,-1.9858353,0.071076125,-0.23144177,-0.07767432,-0.5910668,0.006983749,0.086518414,0.02419488,0.20856518,-0.12987517,-0.041261632,-0.06079929,0.0,0.0,0.0,-0.23008554,0.015896207,-0.055328198,0.0,-0.20073685,-0.31216836,0.114084505,-0.52266526,0.0,-0.6591467,-0.20895478,0.0,-0.016085353,0.0,0.0,0.0,0.0,-0.06892794,-0.046121188,-0.083739445,-0.039223503,-0.012653234,-0.005884608,0.0,0.0,0.0,-0.22215068,0.004240916,-1.516968,0.17178868,0,0,0.0022870535
0.0012052392,0.09901932,0.8176504,0.08250484,0.030924194,0.0034637616,-0.3072113,0.008081347,0.11065528,0.045755167,0.1745186,-0.06076549,-0.026043506,-0.034115847,0.0,0.0,0.0,0.107821256,0.023885697,0.08906348,0.0,0.078791566,-0.009484997,0.12030325,-0.1520611,0.0,-0.17427708,-0.051163632,0.0,0.011108449,0.0,0.0,0.0,0.0,-0.037987333,0.020693809,-0.0074810935,0.0021111197,-0.0047826795,-0.00408852,0.0,0.0,0.0,-0.019614704,0.008585421,4.1695995,1.2306316,1,1,0.99919003
0.009788247,0.07759104,0.6447254,-0.11332056,-0.015092901,0.004653439,0.42154542,0.009269385,-0.07340605,-0.0159073,0.19470482,0.16589229,0.0059260195,0.067576,0.0,0.0,0.0,0.07593668,0.022694219,0.020361252,0.0,0.014987256,0.119608924,0.08057345,-0.11714196,0.0,-0.2199197,-0.052461166,0.0,0.024395637,0.0,0.0,0.0,0.0,-0.035067875,0.0021575973,-0.019811403,0.00056505087,-0.0026354247,0.003919731,0.0,0.0,0.0,-0.020585168,0.002122318,3.8651252,1.0390968,1,1,0.9990501
0.0023636955,0.10316078,0.7944673,0.07759787,0.030139271,0.0034637616,-0.31043905,0.0077533806,0.075764894,0.024030551,0.12699649,-0.06650581,-0.03507921,-0.036430664,0.0,0.0,0.0,0.08909503,0.020106219,0.081872836,0.0,-0.004703497,0.24803986,0.12385907,-0.15049821,0.0,-0.16943559,-0.09220727,0.0,-0.04175704,0.0,0.0,0.0,0.0,0.16679646,0.036948606,0.0051090466,-0.009965118,-0.0066713057,-0.0067519676,0.0,0.0,0.0,-0.013948183,-0.004612179,3.9437263,1.2210687,1,1,0.99909234
0.043954246,0.04699872,0.3827587,0.08176293,0.02005551,0.0012360953,-0.4950232,0.007859022,-0.0736721,0.0022260898,0.12521486,0.1492439,-0.022868734,-0.031705897,0.0,0.0,0.0,0.045444477,0.022932984,0.053086787,0.0,-0.024317155,0.45869347,-0.0524415,-0.46081543,0.0,-0.12214442,0.25377938,0.0,-0.024969619,0.0,0.0,0.0,0.0,-0.074777514,-0.065278284,-0.0142129585,-0.047282837,-0.00547133,-0.015425546,0.0,0.0,0.0,-0.021855503,-0.0013775744,-1.0742285,-5.699091,0,0,0.0028393622
0.0038542806,-0.1355738,-0.015091534,0.09928459,0.049041934,-0.008795719,-0.0805773,0.006786417,0.14941435,0.055351295,0.42193377,-0.05509626,-0.024272365,-0.025745966,0.0,0.0,0.0,0.094439454,0.019795854,0.12554508,0.0,0.21078166,2.506504,0.009072247,-0.19901802,0.0,-0.24276967,0.9307097,0.0,0.037950214,0.0,0.0,0.0,0.0,-0.0022774183,-0.03850566,-0.064908214,-0.01087581,-0.004037879,0.0011774042,0.0,0.0,0.0,-0.07928847,-0.007124116,-0.3473427,2.3458557,1,1,0.9984937
-0.01586188,-0.18737735,-1.1976218,0.06009302,-0.23055843,-0.08396935,-0.611068,0.0067955684,0.06010531,-0.030408196,-0.44774747,-0.14354989,-0.08652596,-0.0778777,0.0,0.0,0.0,-0.18221015,0.01559453,-0.16926165,0.0,-0.18001685,-0.27490604,0.09160341,-0.49132746,0.0,-0.6406766,-0.56146926,0.0,-0.13671817,0.0,0.0,0.0,0.0,-0.0922763,-0.009025306,-0.046832446,-0.023127798,-0.005924898,-0.016731907,0.0,0.0,0.0,-0.25546825,-0.01991875,-1.6041294,0.2753948,0,0,0.0014386395
-0.0002646069,0.06571232,0.7900641,0.087335214,-0.0027581546,0.0044224956,-0.0750647,0.006654086,-0.018552743,-0.03488523,0.14773482,-0.09609392,-0.041901127,-0.04462159,0.0,0.0,0.0,0.11018593,0.023955358,0.038637597,0.0,-0.10136934,0.018333355,0.1057721,-0.14107735,0.0,-0.16813093,-0.059544966,0.0,0.006027758,0.0,0.0,0.0,0.0,0.17822665,0.03473381,-0.013347163,-0.005566498,-0.010746602,-0.0063525653,0.0,0.0,0.0,-0.009064605,0.0026273516,3.9883437,1.2542958,1,1,0.998892
0.0060340445,0.090656415,0.8242333,0.13808413,0.034458037,0.0017937226,-0.3190607,0.0056599085,0.18059666,0.05003961,0.24073513,-0.039702795,-0.021420099,-0.026171388,0.0,0.0,0.0,0.107646726,0.025078513,0.07850876,0.0,0.112814866,2.095135,0.0080086645,-0.20808862,0.0,-0.22626829,0.8032021,0.0,0.01567881,0.0,0.0,0.0,0.0,-0.02274045,-0.029441383,-0.028743427,-0.006127264,-0.00056469033,-0.0045451536,0.0,0.0,0.0,-0.018646091,-0.012283719,-0.29818842,2.6279836,1,1,0.99904674
0.0048690713,0.1161308,0.7188228,0.0654246,0.04208152,0.0022181752,-0.12898012,0.011891226,0.10916127,-0.009167264,0.12952933,0.16448818,-0.026061432,-0.015262965,0.0,0.0,0.0,0.10292741,0.022511823,0.10596411,0.0,0.040245194,0.10526019,0.06801291,-0.1151647,0.0,-0.22367242,-0.094826095,0.0,-0.039112914,0.0,0.0,0.0,0.0,0.024626026,0.007814536,-0.013510709,-0.010109026,-0.0062480033,-0.013280618,0.0,0.0,0.0,-0.0074814283,-0.0034996828,3.5592563,0.8508881,1,1,0.9981963
0.012980563,0.21280979,0.8064383,0.019930739,-0.0017150815,0.0035435169,0.19549161,0.012904209,-0.021126186,-0.024310205,-0.3287462,0.2055404,-0.020840531,0.053622574,0.0,0.0,0.0,0.11714892,0.019178025,-0.007989049,0.0,0.023027822,0.3003734,-0.080740236,-0.16714121,0.0,-0.19777031,-0.06955937,0.0,-0.020172235,0.0,0.0,0.0,0.0,0.109014,-0.026835635,-0.001857151,-0.011835202,-0.0073640724,-0.00886881,0.0,0.0,0.0,-0.024326544,-0.0013078954,3.6822884,1.0098727,1,1,0.9985461
